2	建议 继续 持有
1	请问 您 目前 成本 仓位 情况 如何 呢
2	您好 该股 目前 形态 完好 上升 趋势 不改 建议 继续 持股
2	建议 继续 持股
2	建议 继续 持股
2	建议 继续 持股 今日 属于 正常 回调 目前 上升 趋势 依然 完好
1	注意 左右 的 压力 位   不能 突破 建议 减仓 您 可以 关注 我 的 观点 包   哪里 会 有 我 对 大盘 的 研判 和 个股 推荐
1	您 成本 仓位 情况 如何 呢
1	元 附近 可 尝试性 介入
2	压力 位 在   可以 持有
2	可以 继续 持有   压力 位 在 左右
1	您好 请 您 告知 您 的 持有 成本 和 仓位 我会 尽量 为 您 解答
1	目标 位元
2	短线 该股 还有 上 冲动 能 持股 的 可 继续 待涨 局外 暂 不 建议 追涨
1	该票   技术 上 看   量 能 还是 不够   如果 今天   能够 在 左右 的   支撑位 站稳   还 可以 继续 持有     目前 大盘 总体 还 很 脆弱   请 控制 好 仓位   为 自己 留下   后市 翻身 的 筹码 另外   我 的 计划   今天 开始 发售   您 可以 考虑一下   和 我 同步操作
1	请问 您 成本 和 仓位 情况 怎么样   我 尽量 帮 您
1	注意 到 上方 的   压力 位   如果 能够 企稳 可以 持有   如 不行   建议 高 抛 低吸
0	您好   从 该票 近期走势 来看   下跌 趋势 还 没有 完全 到头   建议您 暂时 不要 加仓 后期 来看 该票 属于 央企 改革 概率   但央企 改革 涉及 标的 过多   不是 很 建议 长期 持有
1	该票 建议   涨 就 卖   跌 就 买   可以 反复 操作   目前 该票 压力 位  
1	请 告知 您 的 成本 和 仓位 情况   我 尽量 帮 您
1	持有 到 的 可能性 还是 有 的   建议 继续 持有 您 可以 关注 我 的 观点 包 里面 有 我 对 大盘 的 研判 和 个股 推荐
1	建议 拿 拿   注意 该票 压力 位   能 不能 有效 突破 您 可以 关注 我 的 观点 包 里面 有 我 对 大盘 的 研判 和 个股 推荐
2	建议 持有 您 可以 关注 我 的 观点 包   里面 有 我 对 大盘 的 研判 和 个股 推荐
2	中线 看好 可 持续 关注
1	辽宁 成大 和 雷柏 科技 走势 都 较 好 建议 继续 持股 等待 反弹 明日 若有 机会 可逢 低 介入
2	建议 继续 持有 等待 反弹
1	拿 拿 您 可以 关注 我 的 观点 包   有 我 对 大盘 的 研判 和 个股 推荐
1	暂时 可以 持有   如果 能够 有效 突破 的 压力 位   可以 继续 持有 您 可以 关注 我 的 观点 包   有 我 对 大盘 研判 和 个股 推荐
1	  注意 的 支撑   注意 的 支撑
1	大盘 方向 不明 的 情况 下 不 建议 追高 介入
1	海格 通信
1	可以 适当 参与   趋势 向上   介入 建议
1	短期 暂时 看到  
1	您好 请 您 告知 您 的 持有 成本 和 仓位 我会 尽量 为 您 解答
1	请问 您 成本 和 仓位 情况 怎么样   我 尽量 帮 您
1	能够 支撑住   就 拿 拿 您 可以 关注 我 的 观点 包   哪里 有 我 对 大盘 研判 和 个股 推荐
1	能够 支撑住   可以 持有 您 可以 关注 我 的 观点 包   有 我 对 大盘 的 研判 和 个股 推荐
2	走势 强势 形态 完好 继续 持有
1	上周五 的 暴跌 不 属于 股灾 而是 利空 因素 的 集体 释放 不用 过于 担心 总体 大 趋势 依然 看好 本周 前两天 是 新股申购 的 日子 对 盘面 资金 存在 不容忽视 的 抽血 效应 新股申购 结束 后 大盘 仍然 有望 重拾 升势 冲击 点 目前 做好 手中 个股 即 好 可 继续 持股 等待 不要 再 这个 时候 杀跌
1	请问 您 成本 和 仓位 情况 怎么样   我 尽量 帮 你
1	请问 您 成本 和 仓位 情况 怎么样   我 尽量 帮 您
2	建议 继续 持有
2	建议 继续 持股 等待 反弹
1	您好 请 您 告知 您 的 持仓 成本 和 仓位 我会 尽量 为 您 解答
1	可以 留一留 您 可以 关注 我 的 观点 包   有 我 对 大盘 研判 和 个股 推荐
1	可以 适当 补仓   该票 目前 支撑位 在 您 可以 关注 我 的 观点 包   有 我 对 大盘 的 研判 和 个股 推荐
1	您好 请 您 告知 您 的 持仓 成本 和 仓位 我会 尽量 为 您 解答
0	该股 高位 滞涨 要 防止 后市 大幅度 回调 建议 高位 出局 控制 风险
1	您好 请 您 告知 您 的 持有 成本 和 仓位 我会 尽量 为 您 解答
1	不 建议 补仓
1	请问 您   仓位 和 成本 情况 怎么样   我 尽量 帮 您
1	目前 不 建议 这个 时候 介入   该票 有会调 需求   块 左右 可 考虑 介入
2	注册 制对 创投 类 个股 是 中长期 的 利好 因此 中长期 看好 鲁信 创投
1	您 目前 成本 仓位 情况 如何 呢
2	建议 继续 持有
1	暂时 不 建议 介入
1	该股 创新 高 在 即 若 已经 在手 可 继续 持有 若 是 目前 在 局外 不 建议 高位 接盘 火中取栗 可换 其他 相对 位置 较 低 的 个股 介入
1	您好   目前 补仓 在 在 之间   比较 合理
2	可以 持有
1	不 建议 参与 您 可以 关注 我 的 观点 包   有 我 对 大盘 的 研判 和 个股 推荐
2	可以 持有   年底 医药 板块 会 有 行情   该 板块 防御性 较 好 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	暂时 可以 持有 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	不 建议 入 你 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	暂时 仍 可 持股 观望
1	您好   请问 您 仓位   和   成本 情况 怎么样   该票 目前   从 分钟 线 来看   已经 跌破 的 支撑位   建议 暂时 不要 介入
0	该票   换手 太低   在 目前 短线 操作 策略 中   不是 好 的 标的   不 建议 继续 持有 我 的 计划   今天 开始 发售   希望 得到 您 的 关注   谢谢
1	该票 短线 要 有 大 的 表现   不是 很 现实   元 的 成本   还是 可以 拿 拿   该票 属于 电改 概念   中线 值得 期待
1	最近 走势 都 是 属于 盘整   看 今天 的 趋势   介入 时机 即将 到来   可以 逢 低 轻仓 介入
1	空间 还是 有   但是 比较 有限
1	您 成本 仓位 情况 如何 呢
1	短线 看该 股 还是 处于 弱势 主要 还是 看电改 的 消息 发酵 预期 月 会 落地 建议您 不妨 继续 持股 等待
2	该股 上升 形态 保持 完好 建议 继续 持股
1	目前 要 看 大盘 情况   你 买 的 这个 票   买 在 了 高位
1	您好 请 您 告知 您 的 持仓 成本 和 仓位 我会 尽量 为 您 解答
2	建议 继续 持股
1	短线 可以 适当 参与   但 请 控制 风险   快 进快 出
0	暂时 不要 介入
1	该 消息 偏 中性 目前 该股 扔 处于 横盘 之中 上方 压力 在 元 附近
2	建议 继续 持股
1	您好 请 您 告知 您 的 持仓 成本 和 仓位 我会 尽量 为 您 解答
1	目前 该票 处于 震荡 区间   趋势 还 不是 很 明显 建议 设 好 止损 位   建议 道 之间 的 支撑位   定为 止损 点
1	今日 复牌 补跌 没有 跌停 且 正好 大盘 环境 较 好 若 明日 不能 重拾 升势 则 建议 暂时 出局 回避 风险
1	目前 震荡 行情 不 建议 追高 买入 股票
0	该股 目前 有 出货 迹象 建议 回避
0	您好   该票 目前 暂 不要 介入
0	不 建议 今天 介入
1	明日 冲高 可 短线 获利 了结
1	您好   请 好 您 的 仓位 情况 怎么样   该票 目前 建议 继续 持有   但 目前 大盘 震荡   建议 控制 好 仓位   左右   可以 考虑 获利 了结   落带 为 安
1	可以 在 拿 拿     也 可以 继续 持有
2	建议 持有   目前 处于 整理 中   并且 有 空头 资金 回补 您 可以 关注 我 的 观点 包   有 我 对 大盘 的 研判 和 个股 推荐
1	有 启动 迹象   耐心 一点 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
2	您好   今天 建议 继续 持有   该票 目前 阻力位 到   如果 跌到 这 区间 以下   建议 减仓
1	建议 暂时 先 止损 等待 盘面 企稳 之后 再 入场
1	请问 您 仓位   和   成本 情况   怎么样   目前 该票 支撑 在   到 之间   如 不能 获得 有效 支撑   就 减仓
1	关于 券商 板块   您 可以 去 关注 我 的 观点 包   在 哪里 您 可以 找到 答案
1	目前 改 公司 尚未 发布公告 说明 停牌 原因 因此 市场 还 未有 明确 消息
1	注意 到 左右 的 压力 位   一旦 支撑 不住   建议 获利 了结   满仓 操作 不是 明智 选择
2	目前 还 可以 继续 持有   注意 上方 到 之间 的   阻力
1	请问 您 成本 和 仓位 情况 怎么样   我 尽量 帮 您
2	建议 继续 持有   到 之间   注意 止损
1	请问   您 成本   和   仓位 情况 怎么样   我 尽量 帮 您
0	暂 不 建议 介入
1	暂时 还 可以 拿 拿 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	您好 请 您 告知 您 的 持仓 成本 和 仓位 我会 尽量 为 您 解答
1	暂时 要 回避 了   有 下行 趋势 您 可以 关注 我 的 观点 包 和 计划 有 我 对 大盘 的 研判 和 个股 推荐   以及 模拟 盘
1	您好 请 您 告知 您 的 持仓 成本 和 仓位 我会 尽量 为 您 解答
1	暂时 不 建议 进行 补仓 操作
1	您 选择 的 是 左侧 交易   目前 来看 不是 很 理智   虽然 今天 接近 跌停 买进   但 大盘 总体 趋势 属于 震荡   不 一定 该票 明天 会涨   请 注意 该票 的 支撑位   如果 不能 获得 量 能 上 的 支撑   建议 规避 风险
1	暂时 持有 您 可以 关注 我 的 观点 包   有 我 对 大盘 的 研判 和 个股 推荐
0	暂 不 建议 参与
1	您好 目前 不 建议 介入 网 附近 今日 在 均线 附近 徘徊 方向 还 未确定 建议 持币观望 等 方向 确定 再 决定
0	今日 大盘   不会 很 乐观   建议您 逢 高 减仓   不要 满仓 操作
1	不可 您 可以 关注 我 的 观点 包   里面 有 我 对 大盘 的 研判 和 个股 推荐
1	建议 高点 出局 换股 操作
1	明日 冲高 可 适当 减仓 回 落后 再 低位 接入 明日 要 提防 大盘 冲高 回落
1	请问   您 的 仓位   和   成本 多少   我 尽量 帮 您
1	您好   该票   是 国企改革   和   电改 龙头股   中期 还是 比较 看好   但是 短期 来看   想要 回 本   可能性 不是 很大   建议 逢 高 减仓   等待 地位   在 补   稀释 成本
0	因为 您 目前 属于 满仓 状态   建议您 暂时 减仓   控制 风险
1	明日 可以 暂时 持有 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	前面 只 股票 短线 形态 都 已经 完全 被 破坏 但 目前 有 趁着 大盘 环境 好转 开始 修复 的 迹象 建议 继续 持股 待涨 小商品 城 的 形态 和 前面 只 股票 类似 目前 建议 集中 火力 做 您 手上 已经 有 的 股票 不要 再开 新仓
1	短期 不 建议 追高 买入
1	请问 您 成本 和 仓位 情况 怎么样   我 尽量 帮 您
0	风险 极大   建议 减仓
1	反弹 如期 到来   但 只是 反弹   建议 逢 高 减仓     建议 还 可以 继续 持有 该票 强 阻力位 在 左右
1	de 阻力 位置   没有 大 的 资金 入场   建议 暂时 出来   安全 第一
0	您好   谢谢您 的 信任   该票   建议 目前 先 减仓   等待 节后   在 看   另外   我 的 计划 今天 开始 发售   您 可以 去 关注 下   我 的 计划   下个月 号 开始运行   希望 您 能 和 我 一起 操作
0	a 股 比较 有 个性   跟 跌 不 跟 涨   请 保持 谨慎 如果 今天 大势 不好   建议 先 减仓
1	如果 该票 您 目前 还 没有 入手   不 建议 这个 时候 参与
1	该票 为 徐翔 的 概念   目前 利空 还 没有 出尽   不 建议   您 此时 介入
2	可以 继续 持有
2	该票 可以 继续 持有 您 可以 关注 我 的 观点 包 和 计划 有 我 对 大盘 的 研判 和 个股 推荐   以及 模拟 盘
1	横盘 整理 中   趋势 目前 不好 判断 建议 继续 持有 您 可以 关注 我 的 观点 包   有 我 对 大盘 的 研判 和 个股 推荐
1	近几日   希望 不大 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
0	短期 不是 很 看好 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	可能性 不大 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	您 成本 仓位 情况 如何 呢
0	目前 不 建议   介入
1	  继续 持有   持有
1	暂时 不 建议 割肉   今日 有 空头 资金 回补 您 可以 关注 我 的 观点 包   有 我 对 大盘 的 研判 和 个股 推荐
1	该票   目前 还 可以 留一留
0	您好 不 知道 您 目前 总 仓位 如何 如果 已经 满仓 建议 适当 减仓 控制 一下 仓位 中炬高新 目前 横盘 整理 若 明日 收盘价 低于 则 考虑 减仓 规避 风险 否则 可 继续 持有 山东 地矿 留意 元 的 得失 大于 元则 可 继续 持股 跌破 则 要 注意 规避 风险 希望 我 的 回答 能够 帮助 到 您
2	该股 目前 上升 趋势 保持 完好 量 价齐升 后市 可 继续 看高 一线
1	中炬高新 后市 可 继续 看高 一线 持股 待涨 即可 山东 地矿 走势 偏弱 建议 反弹 到 高位 出局 换股 操作
2	该股 形态 完好 有 继续 上攻 的 动能 可 继续 持股
1	您好     该票   属于 业绩 驱动 性 标的   没有 任何 题材   该票 目前   我 比较 看好   鉴于 您 目前 仓位 过重   现在 的 点位   不 建议 补仓   建议 高位 减仓   等 低位 在 补
2	该票   其实 我 是 比较 看好 的   建议 中线 可以 反复 操作   目前 该票 阻力位     今天 虽然 冲击 但 还是 以 失败 告终   目前 建议 继续 观察 在 该 阻力位 能 不能 获得 支撑   如果 不行 可 暂时   获利 了结
2	该票   如果 能够 在 左右 可以 企稳   可以 继续 持有   看到 上方 阻力位  
1	左右 比较 合适 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	您好 请 您 告知 您 的 持有 成本 和 仓位 我会 尽量 为 您 解答
1	您好 请 您 告知 您 的 持仓 成本 和 仓位 我会 尽量 为 您 解答
1	抱歉 提问 由于 有 新 提问 覆盖 老 提问 所以 你 的 追问 可能 会排 到 后面 造成 回答 延时 同时 用于 盘中 时间 比较 紧 需要 观察 盘面 提示 操作 所以 盘中 回答 问题 有限 对 您 造成 的 不便 请 您 谅解 这 两 支票 您 可以 继续 持有 大盘 到 点 附近 考虑 减持 部分
1	明日 还有 只 新股申购 冻结资金 不容忽视 目前 大盘 还 在 宽幅 震荡 中 明日 多半 继续 维持 震荡 格局 建议 做好 高 抛 低吸 如果 不会 操作 的 就 控制 好 仓位 持股 不 动
1	您 目前 成本 仓位 情况 如何
0	该票 目前 建议您 减仓   控制 风险
2	可以 继续 持有
1	暂时 可以 持有 一下   压力 位 在 您 可以 关注 我 的 观点 包   哪里 有 我 对 大盘 的 研判 和 个股 推荐   谢谢您 的 关心 和 支持
1	明日 若能 站上 元 则 可 考虑 买入
1	建议 继续 持币观望
1	浙江 东日 建议 逢 高 出局 东方 电气 中线 看好 可 继续 持有 东方 电气 可 在 元 附近 加仓 操作
1	您好     目前 建议 减仓   目前 该票 阻力位   目前 建议 还 可以 拿 拿   阻力位 根据 目前 大盘 情况   总体 思路 是   逢 高 减仓   控制 风险
1	不 建议您 买 回   从 今天 的 分时 看   很 可能 是 主力   拉升 出货
1	该票 已经 破位   目前 来看 还 未 见 底   建议 减仓 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	  建议 止损   破位 了   还 可以 持有 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	您 成本 仓位 情况 如何 呢
1	建议您 高位 减持 适当 控制 仓位 月 消息面 错综复杂 看不清楚 的 时候 最好 出局 观望 以 控制 风险
1	主要 看 今日 大盘 能否 出现 放量 上攻 并且 维持 到 收盘 如果 可以 该股 可以 继续 持有 如果 不 可以 则 建议 择机 高 抛 出局
1	拿 拿
1	可 在 元 附近 适当 介入
1	您好 该股 从 盘面 看 还是 很 强势 的 从 压力 位置 看 有 压力 附近 的 压力 最大 这 两个 位置 您 需要 关注 下
1	您好   不 知道 您 仓位 情况 怎么样   该票 建议 在 拿 拿   该票 目前 阻力位 在 左右
1	您好   他 是 刚刚 复牌   补跌
1	暂时 可以 挂 跌停 卖出
1	您好   该票   目前 建议 逢 高   减仓   等待 地位 在 补
1	注意 左右 的 阻力位
2	建议 持有   该票 有 拉升 趋势   耐心 一点 您 可以 关注 我 的 观点 包   有 我 对 大盘 的 研判 和 个股 推荐
1	请问 您 成本 和 仓位 情况 怎么样   我 尽量 帮 您
1	请问 您 成本 和 仓位 情况 怎么样   我 尽量 帮 您
1	鉴于 目前 大盘 持续 高位 震荡   建议 在   进行 减仓
1	您好 该股 中长线 为 成长性 标的 短线 来看 偏 弱势 希望 我 的 回答 可以 帮助 到 你
0	该股 已经 跌破 年线 有 向下 寻底 前期 低点 元 的 趋势 建议 逢 高 出局 换股 操作
2	可以 持有   趋势 不错 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	目前   阻力位 在   可以 暂时 拿 拿 您 可以 关注 我 的 观点 包   哪里 会 有 我 对 大盘 的 研判 和 个股 推荐
1	请问 您 成本 和 仓位 情况 怎么样
2	短线 反弹 动能 还是 很 强势 的 下周 可 逐步 兑现 利润
1	您 进 的 成本 有点 高   请 控制 好 仓位
2	暂时 可以 持有 一下   目前 今日 的 大跌   并 不能 预示 熊市 的 到来
2	可以 继续 持有
2	今日   建议 持有   不用 换来换去
1	请问 您 成本 和 仓位 情况 怎么样   我 尽量 帮 您
1	请问 您 成本 和 仓位 情况 怎么样   我 尽量 帮 您
1	持有 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
2	可以 适当 参与   建议 等待 大盘 调整 逢 低 介入 建议 左右 参与 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	请问 您 成本 和 仓位 情况 怎么样   我 尽量 帮 您
1	你好   您 已经 解套 了 呀   目前 是 一个 卖点
1	低开   不用 太过 恐慌   可以 拿 拿
2	可以 持有 一下
1	有 较大 压力   看能 不能 突破 了 您 可以 关注 我 的 观点 包   哪里 有 我 对 大盘 的 研判 和 个股 推荐
1	走 您 可以 关注 我 的 观点 包   里面 有 我 对 大盘 的 研判 和 个股 推荐
1	出 了 您 可以 关注 我 的 观点 包有 我 对 大盘 的 研判 和 个股 推荐
1	仓位 重   就 减仓   不重 就 持有 您 可以 关注 我 的 观点 包   有 我 对 大盘 研判 和 个股 推荐
0	现价 不 建议 介入   今日 冲击 压力 位 失败 您 可以 关注 我 的 观点 包   有 我 对 大盘 研判 和 个股 推荐
0	该股 短线 调整 尚未 有 结束 的 趋势 建议 先 观望
2	建议 继续 持有 该股 受益 于 注册 制和科 创板 双重 利好 中线 看好
1	中 体 产业 明日 若 不能 放量 收阳 则 建议 暂时 出局 张江 高科 可以 适当 介入
2	继续 看好
1	今日 冲高 回落 留下 长 上影线 建议 暂时 持币观望
1	不 建议 参与 您 可以 关注 我 的 观点 包   里面 有 我 对 大盘 的 研判 和 个股 推荐
1	请问 您 成本 和 仓位 情况 怎么样   我 尽量 帮 您
1	请问 您 成本 和 仓位 情况 怎么样   我 尽量 帮 您
1	可以 适当 介入
1	暂时 可以 持有   但是   券商 近期 建议 逢 高 减仓 您 可以 关注 我 的 观点 包   有 我 对 大盘 的 研判 和 个股 推荐
1	你好   请 告知 我 您 的 仓位   和 成本 情况   我 尽量 帮 您
1	武汉 凡谷 形态 完好 可 继续 持有 红阳 能源 建议 逢 高 出局 江苏 有线 可 减仓
1	可以 补仓
1	还有 空间 您 可以 关注 我 的 观点 包   有 我 对 大盘 研判 和 个股 推荐
2	暂时 可以 持有   回本 有 希望 您 可以 关注 我 的 观点 包   哪里 有 我 对 大盘 研判 和 个股 推荐
2	建议 继续 持有
2	继续 持有 即可
1	短期 可以 看到  
2	您好 该股 仍 可 继续 持有
1	差不多 可以 出来 了 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	您好 请 您 告知 您 的 持有 成本 和 仓位 我会 尽量 为 您 解答
2	暂时 可以 持有   趋势 还是 不错 的 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	逢 低加 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
2	还 可以 持有   请 您 积极 和 我 沟通   关注 我 的 观点 包   如果 要 介入   请 介入 我 计划 的 票   我 在 计划 票上 的 关注度 要 高些   谢谢您 的 支持 和 厚爱
1	附近 您 可以 关注 我 的 观点 包   里面 有 大盘 研判 和 个股 推荐
1	您好 请 您 告知 您 的 持仓 成本 和 仓位 我会 尽量 为 您 解答
0	如果 该票 仓位 过重   建议您 在 的 压力 位   进行 一个 减仓 处理   控制 风险
1	该票 可以 适当 参与   建议 参与 价格   仓位 控制 在 成 左右 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	明日 还有 只 新股申购 冻结资金 不容忽视 目前 大盘 还 在 宽幅 震荡 中 明日 多半 继续 维持 震荡 格局 建议 做好 高 抛 低吸 如果 不会 操作 的 就 控制 好 仓位 持股 不 动
1	可以 适当 关注   建议 以下 可以 参与 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	不 建议 追 您 可以 关注 我 的 观点 包   有 关于 证券 板块 的 分析
1	目前 还 很 难 判断   需要 观察   您 持有 吗
2	建议 可以 持有 一下 您 可以 关注 我 的 观点 包 里面 有 我 对 大盘 的 研判 和 个股 推荐
1	不 建议 参与 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	不 建议 追涨 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	持有 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	该股 可 继续 持有 无需 担心 且 铁路 基建 板块 本轮 滞胀 严重 基建 板块 最近 利好 频现 该 板块 有望 轮 到 风口 建议 继续 持股 等待
1	您好 请 您 告知 您 的 持仓 成本 和 仓位 我会 尽量 为 您 解答
1	您好 请 您 告知 您 的 持仓 成本 和 仓位 我会 尽量 为 您 解答
0	不 建议   参与   钢铁 板块   产能 过剩
1	建议 拿 拿   逢 高 减仓   建议   到   左右 进行 一个 减仓
2	可以 持有   暂时 不用 您 可以 关注 我 的 观点 包   里面 有 大盘 研判 和 个股 推荐
1	能够 支撑   就 可以 继续 持有 至于 个股 推荐 您 可以 关注 我 的 观点 包
1	该股 目前 缩量 调整 在 日 均线 附近 获得 支撑 面临 变盘 窗口 建议 继续 持股 等待 方向 的 确认
1	该股 目前 还 未有 走强 迹象 建议 继续 持股 观望 暂时 不要 加仓
1	该票 属于   石墨 烯 概念   前期 炒作 过   不 建议 参与
0	目前 不 建议 介入 该票   该票 目前   接近 上方 阻力位   建议 继续 观望
1	请问 您 成本 和 仓位 情况 怎么样   我 尽量 帮 您
1	请问 您 成本 和 仓位 情况 怎么样
1	您好 该股 在 元 附近 即可 介入 第一 目标 位为 元
2	继续 持有 该股 短期 之内 两次 获其 高管 增持 增持 金额 超过 万 且 中标 中 新民 布局 光伏 今日 又 有 消息 发布 盖茨 拟 发起 清洁 能源 研发 计划 规模 将 达 数十亿美元 上市公司 中 隆基 股份 主营 单晶硅   棒 硅片 境外 业务 占 比 周末 公告 董事长 近日 增持   公司 万股 因此 该股 继续 看好
2	继续 持有 该股 董事长 增持 的 均价 为 附近 短线 目标 利润
2	建议 继续 持股
1	您 目前 成为 仓位 情况 如何
1	不 建议 追高 介入
2	该股 短线 较弱 中线 看好 可 继续 持有
1	长期趋势 不是 很 看好 空间 不会 很大   短期 可以 看到 左右 您 可以 关注 我 的 观点 包   有 我 对 大盘 的 研判 和 个股 推荐
1	您 目前 成本 仓位 情况 如何 呢
1	暂时 可以 持有 另外   我 的 计划 开始 发售   您 可以 考虑 参与   和 我 的 模拟 盘 一同 操作   本期 计划 期限 一个月   预期 收益 个点   希望 您 能 支持
1	您 目前 成本 仓位 情况 如何 呢
0	暂时 不 建议   介入   建议 可 考虑
2	如果 是 做 中线 可以 持有   介入 比较 安全 您 可以 关注 我 的 观点 包   有 我 对 大盘 的 研判 和 个股 推荐
2	建议 继续 持股 券商 目前 有望 展开 三浪 反弹 沪 指要 攻破 年线 是 绕 不开 券商 启动 这一环 的 近日 券商 也 频频 异动 后续 可 持续 跟踪
1	您好 您 能 告诉 我下 您 具体 的 仓位 情况 吗
2	可以 继续 持有   但 如果 出现 大盘 调整   要 及时 减仓
1	可以 适当 补仓   做好 t   稀释 成本
1	可 适当 参与
1	尊敬 的 投资者 您好 为了 更加 准确 及时 分析 您 手中 的 个股 帮 您 更 快 的 做出 判断 为 您 决策 提供 正确 的 建议 请 您 详细 列明 您 的 目前 账户 情况 我 将 在 您 回复 后 及时 为 您 分析判断 提供 建议 谢谢您 的 支持 和 信任 期待 您 的 回复
1	该票   目前 还 建议您 在 拿 拿   该票 目前 还 算 安全
0	建议 暂时 减仓   等待 低位 在 补
0	可以 持有   短期 可以 看到   到 之间 您 可以 关注 我 的 观点 包   有 我 对 大盘 的 研判 和 个股 推荐
2	应该 会 继续 封 涨停
2	预计 会 继续 涨停
2	预计 下周 还会 有 几个 一字板 涨停
1	该股 上市 首日 涨幅 过大 获利 筹码 有 兑现 需求 不 建议 现在 补仓
1	应该 是 主力 套现 先 等 跌停 打开 再 看 下 一步 操作 了
1	短线 风险 尚未 释放 完毕 继续 持币观望
1	短线 风险 尚未 释放 完毕 继续 持币观望
1	该股 目前 建议 继续 持币观望 目前 做空 动能 还 未 枯竭 还有 待 观察
1	如果   能够   企稳   就 拿   否则   建议 减仓
1	短期 可以 看到   到   该票 可以 中线 参与 基本面   还 不错   估值 比较 合理 您 可以 关注 我 的 观点 包   有 我 对 大盘 的 研判 和 个股 推荐
1	到 之间 压力 位   可以 考虑 卖出 您 可以 关注 我 的 观点 包   有 我 对 大盘 的 研判 和 个股 推荐
2	暂时 还 可以 持有 一下
2	有 希望   可以 持有 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	都 还有 机会 您 可以 关注 我 的 观点 包   哪里 有 我 对 大盘 的 研判 和 个股 推荐
1	可以 适当 参与   如果 您 想 做 电力 板块   建议您 可以 关注   深圳 能源 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 研判 和 个股 推荐 以及 模拟 盘
1	请问 您 成本 和 仓位 情况 怎么样
1	  该票 建议您 目前   进行 一个   减仓 处理   建议   拿 拿
1	可以 适当 参与   但 请 控制 好 仓位 您 可以 关注 我 的 观点 包   哪里 有 我 对 大盘 的 研判 和 个股 推荐
1	您 可以 关注 我 的 观点 包   里面 有 我 对 大盘 的 研判 和 个股 推荐
1	企稳   可以 建仓 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	可以 参与   现价 可以 适当 参与 您 可以 关注 我 的 观点 包 和 计划   有 我 对 大盘 的 研判 和 个股 推荐 以及 模拟 盘
1	元 附近 即可 尝试性 建仓
2	龙江 交通 短期 有 整理 结束 开始 启动 的 迹象 建议 继续 持股 国投 电力 主要 是 国企 改和电改 的 题材 目前 由于 不 在 风口 上 所以 表现 差强人意 若 中线 持股 可 继续 持有
1	建议 介入 券商 板块 的 分级 基金 例如 证券 Ｂ 证券 Ｂ 级 等
